id,team_id,year,net_yds,punts,yds,in_20,oob,dn,tb,fc,ret,rety,td,p_blk
1185,28,2010,2762,74,3276,22,2,4,11,25,32,294,0,0
1186,29,2010,2317,63,2650,19,4,11,5,14,29,233,0,0
1187,30,2010,3008,77,3302,24,8,14,4,16,35,214,0,0
1188,31,2010,3228,83,3569,32,7,17,5,22,32,241,1,0
1189,1,2011,3600,89,3903,21,3,14,4,27,41,223,0,0
1190,2,2011,3570,91,4023,24,8,10,9,26,38,273,1,0
1191,3,2011,2778,72,3472,20,4,7,10,8,43,494,0,1
1192,4,2011,4058,101,4783,33,3,13,7,27,51,585,1,0
1193,5,2011,3227,89,3570,32,13,20,2,28,26,303,1,0
1194,6,2011,2697,67,3023,24,5,9,3,14,36,266,0,0
1195,7,2011,3431,92,4141,26,4,13,5,20,50,610,1,0
1196,8,2011,1865,47,2234,17,5,3,2,12,25,329,0,0
1197,9,2011,3573,89,4084,27,5,17,5,26,36,411,1,0
1198,10,2011,3488,88,4098,21,8,11,3,18,48,550,1,1
1199,12,2011,2609,70,3047,25,9,6,8,17,30,278,0,1
1200,13,2011,3207,78,3810,32,5,9,7,10,47,463,0,0
1201,14,2011,2474,66,2830,19,2,8,9,16,31,176,0,1
1202,15,2011,2760,70,2990,27,2,9,4,24,31,150,0,1
1203,16,2011,3218,82,3745,25,9,11,6,15,41,407,0,0
1204,17,2011,3614,99,4147,20,9,15,10,17,48,333,0,0
1205,18,2011,3565,92,3926,32,7,16,6,31,32,241,0,0
1206,19,2011,2949,82,3573,23,7,19,7,13,36,484,1,0
1207,0,2011,3475,78,3970,28,1,12,9,17,39,315,0,1
1208,20,2011,2121,55,2506,23,3,14,4,10,24,305,1,0
1209,21,2011,2253,66,2819,19,0,11,5,15,35,466,3,0
1210,22,2011,2368,57,2648,24,2,8,3,18,26,220,0,0
1211,23,2011,3187,78,3960,27,7,10,9,8,44,593,2,0
1212,24,2011,3920,105,4652,29,9,14,9,28,45,552,2,1
1213,25,2011,2821,73,3393,21,11,9,9,11,33,392,2,0
1214,11,2011,2572,66,2842,28,3,9,1,21,32,250,0,0
1215,26,2011,2026,46,2224,13,7,6,4,10,19,118,0,1
1216,27,2011,3730,95,4431,34,3,17,8,20,47,541,2,0
1217,28,2011,2318,59,2683,18,2,9,6,13,29,245,0,1
1218,29,2011,2789,74,3256,19,6,8,8,20,32,307,0,0
1219,30,2011,3386,86,3747,31,10,10,7,23,36,221,0,0
1220,31,2011,2925,77,3517,22,5,7,3,19,43,532,1,0
1221,1,2012,3195,81,3399,34,7,18,6,25,25,84,0,0
1222,2,2012,3190,76,3540,33,9,19,7,14,27,210,0,0
1223,3,2012,2965,80,3542,25,21,7,3,14,35,517,2,0
1224,4,2012,2822,67,3105,27,3,10,4,17,33,203,0,0
1225,5,2012,3343,90,3766,29,14,12,4,26,34,343,1,0
1226,6,2012,2880,76,3440,22,8,6,6,16,40,440,0,1
1227,7,2012,4634,112,5209,46,7,13,8,36,48,415,0,0
1228,8,2012,3412,81,3914,30,5,14,7,15,40,362,0,3
1229,9,2012,3385,83,3887,45,8,19,7,22,27,362,2,0
1230,10,2012,2985,73,3520,26,10,9,8,14,32,375,1,1
1231,12,2012,2700,68,3039,28,13,8,3,15,29,279,1,1
1232,13,2012,3095,76,3779,30,6,6,10,11,43,484,1,0
1233,14,2012,2654,71,3336,15,5,4,7,15,40,542,1,1
1234,15,2012,2526,60,2847,22,3,4,4,23,26,241,0,2
1235,16,2012,2284,58,2757,22,4,5,6,5,38,353,0,0
1236,17,2012,3758,91,4353,31,6,11,5,29,40,495,2,1
1237,18,2012,3313,84,3848,27,11,10,8,24,31,375,1,2
1238,19,2012,2801,76,3149,24,8,8,1,26,33,328,2,0
1239,0,2012,2897,67,3226,36,2,7,4,18,36,249,1,0
1240,20,2012,2764,70,3043,30,7,8,5,26,24,179,0,1
1241,21,2012,2809,76,3267,20,4,8,7,20,37,318,1,1
1242,22,2012,2311,60,2585,28,1,11,6,19,23,154,0,1
1243,23,2012,3196,81,3826,21,4,7,9,16,45,450,0,1
1244,24,2012,3274,82,3756,22,19,6,4,12,41,402,0,0
1245,25,2012,3388,83,3911,28,8,6,7,13,49,383,0,0
1246,11,2012,2604,68,2984,22,3,4,3,19,39,320,0,2
1247,26,2012,3196,74,3707,20,15,10,6,12,31,391,0,0
1248,27,2012,2651,65,2963,30,9,7,3,17,29,252,0,0
1249,28,2012,2974,78,3400,27,9,13,6,20,30,306,1,1
1250,29,2012,3567,88,4150,28,10,10,5,15,48,483,1,0
1251,30,2012,3350,81,3855,30,13,9,5,15,39,405,0,2
1252,31,2012,2856,72,3237,18,4,13,2,12,41,341,0,0
1253,1,2013,2612,68,2763,27,11,15,2,25,15,111,0,1
1254,2,2013,2996,75,3330,27,14,8,4,22,27,254,1,0
1255,3,2013,3467,96,4124,26,14,6,9,22,45,477,1,0
1256,4,2013,2559,65,2893,23,1,8,3,25,28,274,0,1
1257,5,2013,3236,85,3713,28,6,10,6,25,38,357,0,1
1258,6,2013,3333,87,3846,19,14,12,6,20,35,393,0,0
1259,7,2013,3125,78,3566,35,3,13,6,20,36,321,0,0
1260,8,2013,2239,56,2417,30,6,11,1,19,19,158,0,0
1261,9,2013,3548,88,4034,35,4,15,12,19,38,246,0,1
1262,10,2013,2963,76,3499,27,8,15,7,17,29,396,1,1
1263,12,2013,3008,77,3467,30,2,5,6,27,37,339,0,0
1264,13,2013,3603,85,4150,33,15,8,7,13,42,407,0,0
1265,14,2013,3358,82,3681,33,9,18,5,22,28,223,1,1
1266,15,2013,2875,68,3166,26,1,9,2,23,33,251,0,2
1267,16,2013,3476,91,4271,25,12,7,7,17,48,655,3,0
1268,17,2013,3848,95,4338,31,6,12,8,22,47,330,0,0
1269,18,2013,3430,88,4018,24,12,7,5,21,43,488,0,1
1270,19,2013,2949,72,3399,22,5,7,10,18,32,250,0,1
1271,0,2013,3294,79,3804,27,3,8,9,21,38,330,0,0
1272,20,2013,2493,64,2854,22,9,11,5,19,20,261,0,0
1273,21,2013,2909,70,3344,25,6,10,5,13,36,335,0,0
1274,22,2013,3062,77,3523,29,7,15,12,14,29,221,0,0
1275,23,2013,3449,84,4107,23,9,11,11,11,42,438,1,2
1276,24,2013,3450,78,3609,19,11,10,4,23,30,79,0,0
1277,25,2013,3539,90,4138,27,12,9,9,14,46,419,0,1
1278,11,2013,2871,84,3526,26,18,9,0,18,39,655,3,1
1279,26,2013,2579,61,2859,25,13,7,5,12,24,180,0,0
1280,27,2013,2977,74,3159,28,2,16,5,30,21,82,0,2
1281,28,2013,2712,75,3125,17,8,11,5,16,35,313,0,1
1282,29,2013,3519,88,4189,34,2,13,7,23,43,530,1,0
1283,30,2013,3136,78,3386,32,7,9,2,25,35,210,0,1
1284,31,2013,2938,75,3316,23,2,14,3,20,36,318,1,0
1285,1,2014,2712,71,3107,20,9,7,3,19,33,335,1,1
1286,2,2014,3073,73,3419,27,8,14,6,15,30,226,1,0
1287,3,2014,3326,86,3692,31,11,11,6,20,38,246,0,0
1288,4,2014,2597,69,3048,25,6,7,4,19,33,371,1,0
1289,5,2014,3644,93,4119,25,5,11,9,26,42,295,0,0
1290,6,2014,2929,78,3154,17,6,12,2,26,32,185,1,1
1291,7,2014,3411,90,3815,35,7,8,6,37,32,284,0,2
1292,8,2014,2860,74,3366,23,8,9,7,15,35,366,0,1
1293,9,2014,2874,71,3164,31,4,13,5,20,29,190,0,0
1294,10,2014,2956,69,3221,30,7,5,3,19,35,205,0,0
1295,12,2014,2306,57,2586,21,11,4,2,15,25,240,0,1
1296,13,2014,2279,58,2688,21,5,3,3,11,36,349,0,1
1297,14,2014,2953,76,3331,34,5,13,7,22,29,238,1,0
1298,15,2014,2733,67,3063,27,6,3,4,28,26,250,0,0
1299,16,2014,3129,80,3640,25,5,15,6,17,37,391,1,1
1300,17,2014,3800,94,4464,25,7,5,10,20,52,464,0,2
1301,18,2014,3150,78,3580,23,12,9,9,23,25,250,0,1
1302,19,2014,2727,68,3138,29,2,10,5,21,30,311,1,0
1303,0,2014,2893,72,3369,28,4,3,7,22,36,336,1,1
1304,20,2014,1888,49,2159,14,5,8,4,10,22,191,1,2
1305,21,2014,2701,72,3236,26,6,13,5,20,28,435,1,2
1306,22,2014,2673,66,3060,25,6,10,6,15,29,267,0,1
1307,23,2014,4357,109,4930,31,5,21,3,33,47,513,1,0
1308,24,2014,3429,80,3721,33,10,10,5,27,28,192,0,1
1309,25,2014,2595,60,2841,26,11,8,4,14,23,166,0,0
1310,11,2014,3122,77,3659,22,6,12,7,10,42,397,1,1
1311,26,2014,2491,58,2690,19,6,10,5,13,24,99,0,0
1312,27,2014,2373,61,2688,28,9,7,6,22,17,195,1,1
1313,28,2014,2367,61,2668,20,3,9,4,18,27,221,0,1
1314,29,2014,3249,83,3847,27,4,13,10,24,32,398,0,1
1315,30,2014,3628,88,4118,28,7,6,7,25,43,350,0,1
1316,31,2014,2943,75,3318,21,2,9,6,19,39,255,0,1
1317,1,2015,2927,73,3233,29,6,11,4,22,30,226,1,1
1318,2,2015,2793,68,3116,22,4,11,6,15,32,203,0,1
1319,3,2015,3384,82,3797,22,9,10,3,20,40,353,0,0
1320,4,2015,3357,85,3704,22,12,16,5,16,36,247,0,0
1321,5,2015,2809,70,3270,25,7,7,4,15,37,381,1,0
1322,6,2015,2128,56,2348,15,3,7,4,15,27,140,0,0
1323,7,2015,2160,60,2575,22,2,8,6,19,25,295,0,1
1324,8,2015,2789,72,3261,15,4,8,2,14,44,432,0,1
1325,9,2015,3063,75,3333,37,9,14,5,21,26,170,0,0
1326,10,2015,3546,85,4052,28,7,13,6,23,36,386,3,0
1327,12,2015,2935,69,3117,27,16,6,1,22,24,162,0,0
1328,13,2015,3654,92,4380,30,9,8,10,15,50,526,0,0
1329,14,2015,3663,86,4038,29,1,12,8,23,42,215,0,2
1330,15,2015,2383,58,2735,24,3,4,4,19,28,272,0,1
1331,16,2015,2960,76,3380,33,2,17,6,21,30,300,0,0
1332,17,2015,3158,80,3700,26,3,6,4,22,45,462,0,0
1333,18,2015,2898,79,3448,27,15,9,4,14,37,470,2,1
1334,19,2015,3356,80,3679,25,4,10,3,20,43,263,0,0
1335,0,2015,3634,92,4017,31,13,8,5,22,44,283,0,0
1336,20,2015,3263,81,3557,18,14,6,6,14,41,174,0,0
1337,21,2015,2787,70,3175,20,6,3,5,19,37,288,1,0
1338,22,2015,2951,73,3358,31,11,6,3,14,39,347,1,1
1339,23,2015,3416,83,3697,40,9,21,4,19,30,201,0,1
1340,24,2015,4192,96,4601,41,8,17,6,25,40,289,1,0
1341,25,2015,3178,74,3454,29,15,7,5,12,35,176,0,0
1342,11,2015,2826,70,3224,21,5,14,7,14,30,258,1,1
1343,26,2015,2671,67,3006,25,15,4,6,16,26,215,0,0
1344,27,2015,2579,68,3105,24,4,8,7,20,29,386,1,0
1345,28,2015,2306,59,2511,28,5,12,2,21,19,165,0,0
1346,29,2015,3701,96,4533,24,2,8,11,15,60,612,0,0
1347,30,2015,3550,88,4175,34,11,6,1,23,47,605,1,0
1348,31,2015,2494,66,2746,23,3,8,5,21,29,152,0,0
1349,0,2016,3977,100,4402,28,4,11,4,41,40,345,0,0
1350,1,2016,2612,68,2994,24,5,5,5,31,22,282,1,0
1351,2,2016,3084,78,3613,23,4,8,8,20,38,369,0,0
1352,3,2016,2861,75,3183,20,18,7,3,8,39,262,0,0
1353,4,2016,3677,89,4068,28,6,12,6,25,40,271,0,0
1354,5,2016,3345,83,3761,22,4,9,2,23,45,376,0,0
1355,6,2016,2987,70,3215,37,3,9,5,29,24,128,0,0
1356,7,2016,2919,78,3269,25,4,10,2,29,33,310,0,2
1357,8,2016,2349,59,2731,18,5,6,5,10,33,282,1,0
1358,9,2016,3090,76,3427,38,4,6,9,27,30,157,0,0
1359,10,2016,2392,55,2711,19,7,5,9,17,17,139,0,1
1360,12,2016,2389,58,2661,25,10,5,4,17,22,192,0,1
1361,13,2016,3591,90,3991,32,7,15,5,26,37,300,0,0
1362,14,2016,2566,63,2888,21,6,11,6,15,25,202,1,0
1363,15,2016,2002,48,2243,21,1,5,1,18,23,221,0,0
1364,16,2016,3807,93,4297,28,12,20,8,16,37,330,0,0
1365,17,2016,3040,77,3589,27,5,14,8,19,31,389,1,0
1366,18,2016,2837,75,3236,24,6,8,4,22,35,319,0,1
1367,19,2016,2740,62,3010,23,3,7,3,14,35,210,0,0
1368,20,2016,2189,56,2420,19,11,7,4,18,16,151,0,0
1369,21,2016,2937,76,3480,31,1,14,8,13,40,383,1,0
1370,22,2016,2983,72,3217,23,7,14,5,19,27,134,0,0
1371,23,2016,3352,81,3937,34,11,13,9,15,33,405,1,0
1372,24,2016,4508,98,4680,51,11,11,1,40,35,152,0,0
1373,25,2016,3190,80,3665,37,18,10,5,14,33,375,1,0
1374,11,2016,1907,49,2209,15,7,4,4,7,27,222,0,0
1375,26,2016,2414,57,2751,22,8,8,5,7,29,237,0,0
1376,27,2016,2830,71,3126,26,7,11,3,22,28,236,0,1
1377,28,2016,2771,68,3100,25,11,9,3,17,28,269,0,1
1378,29,2016,2886,72,3423,30,5,3,3,13,48,477,1,0
1379,30,2016,2975,77,3402,32,4,6,4,27,36,347,2,0
1380,31,2016,2886,74,3155,34,3,14,3,28,26,209,0,0
1381,0,2017,3097,75,3255,31,8,10,1,23,33,138,1,0
1382,1,2017,3455,87,4087,27,8,9,6,15,49,512,1,0
1383,2,2017,3631,88,4101,32,7,12,3,23,43,410,1,1
1384,3,2017,3199,79,3529,28,10,9,6,16,38,210,0,0
1385,4,2017,3039,74,3357,24,5,13,3,23,30,258,1,2
1386,5,2017,3305,81,3827,24,6,15,2,13,45,482,0,1
1387,6,2017,2604,65,2857,24,5,7,5,21,27,153,0,1
1388,7,2017,3493,88,4159,29,6,13,8,13,48,506,0,0
1389,8,2017,3059,74,3558,27,4,7,9,6,48,319,0,0
1390,9,2017,2672,65,2936,29,5,9,5,22,24,164,0,0
1391,10,2017,3624,84,3764,28,16,19,3,27,19,80,0,1
1392,12,2017,2733,66,2908,34,9,14,5,20,18,75,0,0
1393,13,2017,3375,83,3695,30,6,17,5,20,35,220,0,0
1394,14,2017,2762,67,3033,21,7,16,5,14,25,171,0,1
1395,15,2017,2160,53,2379,19,4,3,2,22,22,179,0,0
1396,16,2017,3561,95,4189,19,7,16,9,20,43,448,1,2
1397,17,2017,3427,87,3835,29,15,8,9,25,30,228,0,1
1398,18,2017,3807,94,4378,33,8,10,4,23,49,491,1,0
1399,19,2017,2872,73,3190,25,8,8,6,25,26,198,0,0
1400,20,2017,2951,71,3155,19,8,8,2,24,29,164,0,0
1401,21,2017,3013,71,3269,25,6,10,4,21,30,176,0,0
1402,22,2017,2350,58,2515,24,5,13,3,14,23,105,0,0
1403,23,2017,2945,69,3270,28,6,10,6,15,32,205,0,0
1404,24,2017,2881,65,3113,30,16,8,4,12,25,152,0,0
1405,25,2017,3428,84,3765,40,16,13,3,18,34,277,0,1
1406,11,2017,3239,83,3794,33,5,7,6,26,39,435,1,0
1407,26,2017,2533,60,2822,26,7,9,2,18,24,249,1,0
1408,27,2017,3569,92,4141,29,10,12,6,19,45,452,0,0
1409,28,2017,2546,64,2763,26,9,6,2,24,23,177,0,0
1410,29,2017,3799,92,4507,32,8,8,5,22,49,608,1,0
1411,30,2017,3342,75,3728,28,16,5,5,9,40,286,0,0
1412,31,2017,2781,71,2994,29,7,7,0,33,24,213,1,0
1413,0,2018,2698,68,2973,22,7,4,4,28,25,195,0,1
1414,1,2018,2501,62,2791,28,2,13,7,20,20,150,0,1
1415,2,2018,2839,71,3119,29,2,12,3,24,30,220,1,1
1416,3,2018,3076,81,3513,31,7,15,7,18,34,297,0,1
1417,4,2018,3258,85,3786,29,13,9,8,20,35,368,1,0
1418,5,2018,3250,83,3767,32,7,11,6,22,37,397,0,2
1419,6,2018,2256,57,2567,15,3,7,4,16,27,231,0,1
1420,7,2018,4008,94,4568,32,7,12,7,24,44,420,0,0
1421,8,2018,2306,61,2643,21,7,7,4,15,28,257,1,1
1422,9,2018,1824,45,2021,21,1,10,5,12,17,97,0,0
1423,10,2018,2436,57,2629,24,3,10,5,18,21,93,0,0
1424,12,2018,2376,60,2670,17,3,9,2,16,30,254,0,0
1425,13,2018,3380,87,3884,35,9,10,6,25,37,384,0,1
1426,14,2018,2603,61,2937,24,2,5,7,16,31,194,0,0
1427,15,2018,2485,60,2729,22,3,6,3,21,27,184,0,2
1428,16,2018,2969,71,3226,20,9,15,4,16,27,177,0,0
1429,17,2018,3548,86,3872,37,13,11,7,18,37,184,0,0
1430,18,2018,3345,82,3763,23,10,10,5,15,42,318,0,0
1431,19,2018,2898,74,3310,32,3,13,4,25,29,332,1,0
1432,20,2018,2790,71,3176,19,4,11,9,27,20,206,0,1
1433,21,2018,2498,61,2759,24,4,7,4,24,22,181,0,0
1434,22,2018,2530,64,2885,21,11,15,5,8,25,255,0,0
1435,23,2018,2681,70,3022,17,5,10,5,22,28,241,1,0
1436,24,2018,1848,43,1992,21,12,10,2,7,12,104,0,0
1437,25,2018,2427,60,2842,27,7,7,5,10,31,315,0,1
1438,11,2018,3278,79,3581,41,3,19,0,26,31,303,1,0
1439,26,2018,1856,43,1996,15,9,3,4,15,12,60,0,0
1440,27,2018,3355,78,3759,28,14,13,5,10,36,304,0,1
1441,28,2018,2455,64,2780,28,6,12,4,25,17,245,1,0
1442,29,2018,2897,74,3237,36,6,8,5,23,32,240,0,0
1443,30,2018,3127,74,3483,39,15,7,3,16,33,296,0,1
1444,31,2018,3027,72,3255,27,9,11,2,19,31,188,0,1
1445,0,2019,2162,52,2333,23,5,9,2,13,23,131,0,0
1446,1,2019,3299,80,3586,26,4,13,2,26,35,247,0,1
1447,2,2019,3158,75,3394,30,6,10,5,30,24,136,0,0
1448,3,2019,3016,79,3313,34,15,13,7,26,18,157,0,1
1449,4,2019,3070,78,3464,29,12,9,4,21,32,314,2,0
1450,5,2019,2699,64,2950,29,8,13,5,18,20,151,0,1
1451,6,2019,2182,57,2464,19,2,9,3,18,25,222,0,0
1452,7,2019,2904,69,3288,23,6,7,5,16,35,284,1,1
1453,8,2019,1964,48,2256,17,2,3,2,8,33,252,0,0
1454,9,2019,1977,48,2126,21,1,11,3,14,19,89,0,1
1455,10,2019,2433,59,2619,22,6,9,1,15,28,166,0,0
1456,12,2019,1885,50,2079,18,3,9,2,18,18,154,0,1
1457,13,2019,2836,69,3105,23,6,12,2,20,29,229,0,0
1458,14,2019,3005,71,3292,28,7,9,4,19,32,207,0,0
1459,15,2019,2017,52,2210,22,7,5,3,18,19,133,0,1
1460,16,2019,3002,69,3178,29,9,17,2,17,24,136,0,2
1461,17,2019,3340,75,3507,25,12,11,2,26,24,127,0,0
1462,18,2019,3622,87,3991,28,9,18,3,13,44,309,0,0
1463,19,2019,3175,76,3445,31,5,13,7,22,29,130,0,0
1464,20,2019,3073,77,3386,29,12,10,4,25,26,233,0,0
1465,21,2019,2905,75,3452,25,9,7,3,16,40,487,3,0
1466,22,2019,3343,81,3638,36,17,12,6,18,28,175,0,0
1467,23,2019,2643,67,3081,33,3,8,6,20,30,318,0,0
1468,24,2019,2838,66,3128,22,14,10,5,14,23,190,0,1
1469,25,2019,1632,40,1855,21,6,5,4,10,15,143,0,1
1470,11,2019,3485,79,3919,30,5,12,4,19,39,354,0,0
1471,26,2019,2584,60,2770,29,7,7,1,21,24,166,0,0
1472,27,2019,3028,74,3341,34,8,9,5,18,34,213,1,0
1473,28,2019,3023,74,3368,24,5,12,4,24,29,265,0,0
1474,29,2019,2477,57,2599,27,2,10,2,19,24,82,0,0
1475,30,2019,3363,78,3672,37,18,9,2,19,30,269,0,0
1476,31,2019,2644,62,2802,24,6,9,0,24,23,158,0,0
1477,0,2020,2790,66,3093,25,4,5,6,28,23,183,0,1
1478,1,2020,2530,64,2924,28,2,10,5,22,25,294,0,0
1479,2,2020,3040,71,3350,19,4,15,7,16,29,170,0,0
1480,3,2020,1804,41,2082,18,8,4,7,6,16,138,0,0
1481,4,2020,2734,65,3040,19,16,4,4,13,28,226,0,1
1482,5,2020,1955,51,2244,14,4,4,3,15,25,229,0,0
1483,6,2020,2210,55,2486,19,9,6,2,15,23,236,1,0
1484,7,2020,2299,58,2600,21,2,9,5,20,22,201,0,0
1485,8,2020,2045,57,2669,12,5,4,3,8,37,564,1,3
1486,9,2020,2100,52,2339,20,8,5,6,18,15,119,0,0
1487,10,2020,1939,48,2216,20,3,7,5,10,23,177,0,1
1488,12,2020,2058,50,2250,15,2,1,3,29,15,132,0,0
1489,13,2020,2703,68,3040,26,5,15,2,22,24,297,2,0
1490,14,2020,3001,73,3395,27,6,5,6,13,43,274,0,1
1491,15,2020,2199,56,2381,17,4,5,2,19,26,142,0,0
1492,11,2020,3235,73,3504,23,0,9,3,25,36,209,0,0
1493,16,2020,2559,65,2911,28,2,14,6,18,25,232,0,1
1494,17,2020,2755,65,3051,21,7,13,5,14,26,196,0,0
1495,18,2020,3052,82,3598,19,9,10,5,20,38,446,0,0
1496,19,2020,2641,59,2897,26,4,11,7,15,21,116,0,0
1497,20,2020,1741,46,2092,15,9,7,3,10,17,291,2,1
1498,21,2020,1838,45,2082,21,2,6,3,16,18,184,1,0
1499,22,2020,2507,55,2678,31,5,15,5,18,12,71,0,0
1500,23,2020,1766,44,1939,20,6,6,2,16,14,133,0,0
1501,24,2020,2702,68,3099,28,11,9,5,20,23,297,1,1
1502,25,2020,2240,53,2368,22,8,5,1,20,19,108,0,0
1503,26,2020,2588,62,2674,23,6,5,2,29,20,46,0,0
1504,27,2020,2709,61,3028,32,6,8,6,13,28,199,0,0
1505,28,2020,3050,77,3470,29,7,6,5,27,32,320,0,0
1506,29,2020,2283,55,2531,20,4,5,6,21,19,128,0,0
1507,30,2020,2005,49,2256,22,7,5,4,13,20,171,0,1
1508,31,2020,2054,54,2435,11,1,6,3,11,33,321,0,2
1509,0,2021,2400,59,2656,22,7,11,5,16,20,156,0,0
1510,1,2021,2390,62,2865,19,3,7,5,13,34,375,0,0
1511,2,2021,2709,66,3064,22,10,7,6,15,28,235,0,0
1512,3,2021,1994,52,2230,18,8,9,7,11,17,96,0,1
1513,4,2021,2869,67,3083,28,9,7,3,24,24,154,0,0
1514,5,2021,2563,67,2880,21,13,6,3,15,30,257,0,0
1515,6,2021,2381,62,2605,26,8,8,2,21,23,184,0,0
1516,7,2021,2175,52,2540,12,4,5,5,8,30,265,0,0
1517,8,2021,1754,47,2123,12,6,4,2,5,30,329,0,1
1518,9,2021,1724,40,1868,21,5,6,3,9,17,84,0,0
1519,10,2021,2340,59,2627,24,7,8,1,15,28,267,0,0
1520,12,2021,2900,65,3143,24,5,7,4,24,25,163,0,0
1521,13,2021,3127,78,3489,31,4,12,5,27,30,262,0,0
1522,14,2021,2131,55,2416,17,6,10,3,12,24,225,0,0
1523,15,2021,2663,65,2998,24,9,8,5,17,26,235,0,1
1524,11,2021,2601,62,2985,22,5,8,7,15,27,244,0,1
1525,16,2021,2926,74,3283,24,8,17,6,15,28,237,0,0
1526,17,2021,3117,71,3337,28,9,8,2,30,22,180,0,1
1527,18,2021,2948,70,3274,23,12,11,1,17,29,306,0,1
1528,19,2021,2750,65,3198,17,2,11,7,10,35,308,0,0
1529,20,2021,2119,53,2467,18,9,7,4,12,21,268,1,0
1530,21,2021,2872,73,3184,19,4,7,3,25,34,252,0,2
1531,22,2021,2058,49,2316,23,8,6,6,13,16,138,0,3
1532,23,2021,2721,64,3202,28,7,5,7,17,28,341,0,0
1533,24,2021,2172,51,2252,23,8,8,1,25,9,60,0,0
1534,25,2021,2841,71,3149,26,10,10,4,16,31,228,0,0
1535,26,2021,3485,83,3956,29,7,11,4,18,43,391,0,0
1536,27,2021,3461,83,3895,40,6,13,10,22,32,234,0,0
1537,28,2021,2959,77,3347,26,15,7,4,19,32,308,0,0
1538,29,2021,3673,88,4108,37,7,10,4,22,45,355,0,0
1539,30,2021,2307,58,2570,20,11,7,2,16,22,223,0,0
1540,31,2021,3225,78,3624,26,11,10,3,15,39,339,1,1
1541,0,2022,2423,61,2676,32,6,16,5,17,17,153,0,0
1542,1,2022,2697,66,3038,20,4,8,3,20,31,281,0,1
1543,2,2022,2352,59,2678,22,7,4,3,20,25,266,0,0
1544,3,2022,1901,45,2146,16,6,5,5,13,16,145,0,1
1545,4,2022,3988,96,4470,30,3,14,6,29,44,362,0,0
1546,5,2022,2500,61,2959,23,8,11,7,9,26,319,0,0
1547,6,2022,3285,79,3859,22,9,7,10,21,32,374,0,0
1548,7,2022,2740,67,3157,18,4,6,4,16,37,337,0,1
1549,8,2022,3028,73,3186,28,6,10,5,33,19,58,0,0
1550,9,2022,2416,53,2672,22,3,8,4,16,22,176,0,0
1551,10,2022,2881,70,3133,28,9,10,3,22,26,192,0,1
1552,11,2022,3566,83,3885,37,5,13,5,26,34,219,0,0
1553,12,2022,2913,68,3291,27,1,6,6,23,32,258,0,0
1554,13,2022,2476,61,2828,28,3,11,2,15,30,312,0,0
1555,14,2022,2185,55,2448,17,4,9,3,14,25,203,0,1
1556,15,2022,2555,62,2845,23,6,7,2,22,25,250,0,0
1557,16,2022,3006,74,3463,26,7,6,9,24,28,277,0,1
1558,17,2022,2539,58,2862,24,4,9,6,10,29,203,0,0
1559,18,2022,3366,83,3889,27,15,12,8,16,32,363,2,0
1560,19,2022,2152,52,2525,14,3,7,3,9,30,313,0,0
1561,20,2022,2103,52,2313,24,4,9,1,18,20,190,0,2
1562,21,2022,3574,81,3925,39,7,10,6,31,27,231,0,0
1563,22,2022,2871,79,3338,22,10,6,10,19,34,267,0,1
1564,23,2022,2590,59,2884,26,8,9,1,16,25,274,0,0
1565,24,2022,2982,71,3434,19,11,6,4,14,36,372,0,2
1566,25,2022,2329,57,2618,26,3,5,7,20,22,149,0,0
1567,26,2022,3199,77,3571,32,6,13,7,25,26,232,0,0
1568,27,2022,2932,66,3199,22,8,8,3,12,35,207,0,0
1569,28,2022,2835,69,3072,20,7,11,5,22,24,137,0,0
1570,29,2022,3748,88,4229,37,6,11,4,22,45,401,1,0
1571,30,2022,3963,90,4779,30,1,10,9,11,59,636,0,0
1572,31,2022,3144,73,3457,32,7,5,1,22,38,293,0,1
