id,team_id,year,ko,yds,tb,ret,ret_avg,osk,osk_rec,oob,td
820,13,1999,84,5284,20,58,22,5,1,1,1
821,14,1999,67,4253,8,57,22,1,1,1,0
822,15,1999,64,4110,7,55,22,2,0,0,2
823,16,1999,71,4059,12,53,21,5,0,3,1
824,17,1999,86,5745,22,64,23,0,0,0,0
825,18,1999,77,5079,12,63,25,1,0,1,0
826,19,1999,79,5075,15,60,20,3,0,1,1
827,20,1999,80,4955,5,72,21,1,1,2,0
828,21,1999,89,5419,9,76,18,1,0,3,0
829,22,1999,73,4532,5,64,22,2,0,2,0
830,23,1999,87,5558,8,77,21,0,0,2,0
831,24,1999,101,6631,13,85,24,2,1,1,0
832,25,1999,76,4646,3,70,21,1,0,2,0
833,11,1999,90,5570,7,77,23,3,2,3,1
834,26,1999,67,4028,4,60,24,3,0,1,1
835,27,1999,85,5162,1,81,18,1,1,2,0
836,28,1999,78,4376,3,67,18,6,2,2,0
837,30,1999,84,5150,4,76,21,1,0,2,2
838,31,1999,83,5545,13,69,20,1,0,0,0
839,0,2000,81,5071,13,63,21,3,0,2,0
840,1,2000,58,3472,4,51,21,2,1,1,0
841,2,2000,48,2867,4,42,21,2,0,0,0
842,3,2000,75,4036,1,70,21,2,0,2,2
843,4,2000,99,6319,8,90,21,1,0,0,1
844,5,2000,49,2966,6,42,24,1,0,0,0
845,6,2000,87,5633,11,74,22,2,0,0,0
846,7,2000,55,2923,2,46,18,6,2,2,0
847,8,2000,65,4000,2,61,24,0,0,2,1
848,9,2000,78,4883,6,70,24,2,0,1,0
849,10,2000,89,5729,14,73,23,2,1,0,1
850,12,2000,70,4369,10,56,21,4,2,1,0
851,13,2000,77,4644,7,68,18,3,1,0,0
852,14,2000,80,4874,4,72,21,4,2,2,0
853,15,2000,64,4171,12,50,24,2,1,0,3
854,16,2000,73,4335,4,67,22,2,0,1,0
855,17,2000,84,4922,5,73,20,4,0,3,1
856,18,2000,73,4680,9,62,23,0,0,2,0
857,19,2000,73,4737,10,59,22,4,1,1,0
858,20,2000,83,5088,5,76,21,2,0,1,0
859,21,2000,79,4696,8,64,17,2,0,5,0
860,22,2000,69,4352,7,62,21,0,0,0,1
861,23,2000,96,6189,15,80,21,0,0,1,0
862,24,2000,106,6635,16,87,23,0,0,3,1
863,25,2000,82,5077,7,73,21,0,0,1,0
864,11,2000,66,4126,4,60,25,2,1,0,1
865,26,2000,77,4909,3,71,24,2,1,1,2
866,27,2000,71,4347,4,64,19,2,1,1,0
867,28,2000,77,4431,4,69,21,2,1,2,0
868,30,2000,78,4764,1,76,20,0,0,0,0
869,31,2000,82,5221,11,69,22,1,0,2,1
870,0,2001,79,4686,7,68,20,2,0,2,0
871,1,2001,73,4419,4,66,20,1,1,2,0
872,2,2001,58,3469,8,46,25,2,2,1,1
873,3,2001,63,3364,2,52,19,7,1,2,0
874,4,2001,82,5165,10,69,22,2,0,1,1
875,5,2001,71,4068,2,65,18,2,0,1,0
876,6,2001,77,4779,10,63,21,1,0,2,0
877,7,2001,68,3920,8,53,18,3,0,4,1
878,8,2001,82,5432,18,64,26,0,0,0,0
879,9,2001,74,4436,7,65,22,2,0,1,1
880,10,2001,88,5361,0,87,23,0,0,1,0
881,12,2001,64,3760,4,54,21,6,1,1,0
882,13,2001,73,4579,12,59,20,1,0,1,0
883,14,2001,79,4927,7,67,21,2,1,3,0
884,15,2001,75,4648,7,64,20,3,2,2,0
885,16,2001,71,4246,2,66,24,1,0,2,0
886,17,2001,67,4056,1,64,19,1,0,1,0
887,18,2001,75,4738,9,63,21,2,0,2,0
888,19,2001,67,4278,11,53,21,2,0,1,0
889,20,2001,82,4878,4,76,20,1,0,2,0
890,21,2001,66,4151,4,60,22,2,0,0,0
891,22,2001,82,4992,6,75,22,0,0,0,0
892,23,2001,88,5562,12,75,22,0,0,1,1
893,24,2001,98,6320,10,86,25,1,1,1,2
894,25,2001,74,4438,7,64,21,3,1,1,0
895,11,2001,64,3863,7,54,17,1,0,2,0
896,26,2001,78,4609,5,66,22,6,2,1,0
897,27,2001,68,4216,4,64,19,0,0,0,1
898,28,2001,85,5113,9,73,21,1,1,2,1
899,30,2001,72,4503,12,57,24,1,1,2,0
900,31,2001,65,4036,4,59,21,0,0,2,1
901,0,2002,82,5017,6,73,22,1,0,2,1
902,1,2002,68,4088,2,61,22,3,0,2,0
903,2,2002,65,3562,3,57,20,3,1,0,1
904,3,2002,84,4932,2,76,21,2,1,4,2
905,4,2002,86,5453,4,81,22,0,0,1,0
906,5,2002,77,4597,7,67,20,1,1,1,0
907,6,2002,81,5224,6,72,21,1,0,2,0
908,7,2002,61,3648,0,58,24,0,0,3,0
909,8,2002,74,4617,16,53,20,1,0,3,0
910,9,2002,96,5775,7,88,21,1,0,0,0
911,10,2002,77,4545,1,74,20,1,0,1,0
912,12,2002,55,3429,5,48,22,2,1,0,0
913,13,2002,84,5365,12,69,22,1,1,2,0
914,14,2002,89,5530,10,76,21,2,1,2,1
915,15,2002,92,5905,16,73,22,1,1,2,0
916,16,2002,77,4648,2,74,22,0,0,1,0
917,17,2002,71,3968,7,59,19,4,0,1,0
918,18,2002,79,4926,5,74,21,0,0,0,1
919,19,2002,74,4775,5,68,22,1,0,0,0
920,20,2002,85,5187,2,83,21,1,0,0,0
921,21,2002,61,3759,7,50,18,0,0,4,0
922,22,2002,83,5010,6,73,20,1,0,3,0
923,23,2002,97,6460,22,74,24,0,0,1,1
924,24,2002,71,4390,9,57,23,3,2,2,2
925,25,2002,73,4362,4,67,22,1,0,1,1
926,11,2002,67,4152,5,62,22,0,0,0,1
927,26,2002,95,6196,8,85,21,1,0,1,0
928,27,2002,79,4582,0,73,21,4,1,2,2
929,28,2002,84,4758,2,78,21,3,0,2,1
930,29,2002,57,3455,2,52,22,2,0,1,1
931,30,2002,84,5375,9,74,20,1,1,0,0
932,31,2002,85,5122,5,76,23,4,1,1,2
933,0,2003,85,5075,3,77,21,1,0,4,0
934,1,2003,69,3979,1,64,21,3,1,1,1
935,2,2003,77,4792,4,71,20,0,0,2,0
936,3,2003,60,3632,3,55,19,1,0,1,0
937,4,2003,86,5583,13,73,23,0,0,0,0
938,5,2003,65,3964,3,60,20,1,0,2,0
939,6,2003,67,4116,5,59,23,2,1,2,0
940,7,2003,61,3633,8,48,21,4,1,1,0
941,8,2003,69,4041,0,67,21,1,0,1,1
942,9,2003,93,5840,6,87,23,0,0,0,0
943,10,2003,99,5955,4,93,21,2,1,0,2
944,12,2003,68,4275,2,66,21,0,0,0,0
945,13,2003,74,4829,24,47,21,2,0,2,0
946,14,2003,83,5251,8,74,21,1,0,1,1
947,15,2003,74,4598,7,62,19,4,0,2,0
948,16,2003,61,3687,2,56,20,1,0,2,0
949,17,2003,66,3742,3,58,21,3,0,1,0
950,18,2003,72,4312,1,71,21,0,0,0,0
951,19,2003,66,4240,10,53,24,2,0,1,1
952,20,2003,92,5393,4,82,20,3,1,5,1
953,21,2003,78,4755,4,70,20,2,0,1,0
954,22,2003,80,5030,2,77,21,0,0,0,0
955,23,2003,66,4150,7,57,25,0,0,2,0
956,24,2003,97,6316,12,83,23,1,1,1,2
957,25,2003,88,5598,15,70,21,2,0,2,1
958,11,2003,72,4426,11,60,20,2,1,0,0
959,26,2003,73,4538,3,67,23,3,1,1,2
960,27,2003,84,5059,3,79,20,0,0,2,0
961,28,2003,72,4524,5,66,20,0,0,1,1
962,29,2003,62,3946,8,53,21,1,0,0,0
963,30,2003,94,5452,6,81,18,2,0,4,0
964,31,2003,82,4956,2,75,21,2,1,3,0
965,0,2004,61,3441,1,56,20,3,0,1,0
966,1,2004,57,3337,0,54,21,2,0,1,0
967,2,2004,83,5014,2,80,19,1,0,0,0
968,3,2004,83,4835,3,77,18,3,1,1,0
969,4,2004,86,5459,16,68,24,2,1,1,1
970,5,2004,69,4172,5,59,22,4,1,1,1
971,6,2004,67,4051,6,58,22,2,0,1,1
972,7,2004,70,4722,23,46,22,0,0,1,1
973,8,2004,91,5507,2,83,22,1,0,5,2
974,9,2004,94,5688,7,85,22,2,1,0,0
975,10,2004,101,5988,4,92,21,0,0,5,0
976,12,2004,67,4134,3,62,17,1,1,1,0
977,13,2004,65,4164,12,51,21,0,0,1,1
978,14,2004,86,5579,12,73,23,0,0,0,0
979,15,2004,74,4709,13,56,20,3,2,3,1
980,16,2004,71,4094,2,66,19,2,1,1,0
981,17,2004,62,4042,11,50,19,0,0,1,0
982,18,2004,79,4989,7,72,21,0,0,0,1
983,19,2004,72,4632,14,54,19,2,0,2,0
984,20,2004,83,4862,2,79,20,3,0,0,0
985,21,2004,77,4501,3,69,21,3,0,2,0
986,22,2004,94,5921,6,86,23,0,0,1,1
987,23,2004,76,4871,12,62,23,1,0,0,0
988,24,2004,70,4449,3,66,25,0,0,1,1
989,25,2004,77,4838,9,65,23,0,0,3,2
990,11,2004,62,3647,1,57,21,2,0,2,1
991,26,2004,79,5042,1,74,23,2,0,2,0
992,27,2004,83,5091,5,77,21,1,0,1,0
993,28,2004,84,5218,7,74,21,0,0,3,1
994,29,2004,71,4506,9,60,23,1,0,1,1
995,30,2004,77,4454,3,69,20,4,3,0,0
996,31,2004,82,5159,4,75,24,2,0,1,1
997,0,2005,62,3672,8,48,20,5,3,1,0
998,1,2005,65,4016,2,63,19,0,0,0,0
999,2,2005,91,5476,2,85,21,2,0,2,1
1000,3,2005,70,4263,2,64,20,3,1,1,1
1001,4,2005,83,5372,14,67,25,0,0,2,0
1002,5,2005,61,3653,3,56,21,3,0,0,0
1003,6,2005,69,4328,5,63,21,0,0,1,1
1004,7,2005,86,5642,23,60,28,2,0,1,3
1005,8,2005,88,5365,4,83,22,1,0,0,0
1006,9,2005,88,5363,2,83,24,4,0,1,1
1007,10,2005,90,5539,1,89,22,0,0,0,1
1008,12,2005,74,4694,6,66,21,1,0,1,0
1009,13,2005,74,4944,16,56,25,1,0,1,0
1010,14,2005,73,4441,5,67,21,1,0,1,1
1011,15,2005,77,4888,14,59,19,2,0,2,0
1012,16,2005,98,6211,12,85,22,0,0,1,1
1013,17,2005,79,5189,20,56,23,1,1,2,0
1014,18,2005,63,3741,1,60,20,1,0,2,0
1015,19,2005,62,3779,5,55,22,1,0,1,1
1016,20,2005,69,4202,3,65,21,1,0,0,0
1017,21,2005,86,5430,3,80,21,1,0,3,0
1018,22,2005,81,4992,10,68,21,1,0,1,0
1019,23,2005,70,4351,11,56,24,2,0,2,0
1020,24,2005,80,5067,6,70,25,4,2,0,0
1021,25,2005,69,4136,3,62,21,3,0,1,0
1022,11,2005,78,4629,1,72,20,1,0,3,0
1023,26,2005,66,4249,5,61,23,0,0,0,0
1024,27,2005,89,5600,4,82,22,1,0,2,1
1025,28,2005,84,5105,5,77,21,2,0,0,0
1026,29,2005,69,4447,11,55,21,1,0,0,0
1027,30,2005,72,4584,11,57,22,3,0,2,0
1028,31,2005,73,4324,0,67,21,5,0,1,0
1029,0,2006,74,4495,5,65,21,4,3,1,0
1030,1,2006,95,6187,11,83,20,0,0,1,0
1031,2,2006,84,5367,13,70,21,0,0,1,0
1032,3,2006,70,4203,5,60,21,2,1,0,0
1033,4,2006,75,5090,19,55,26,0,0,1,0
1034,5,2006,61,3887,11,48,21,2,0,0,1
1035,6,2006,53,3296,4,46,18,0,0,2,0
1036,7,2006,77,5165,17,58,25,1,1,1,0
1037,8,2006,103,6703,11,90,21,0,0,2,0
1038,9,2006,78,4850,5,71,23,2,0,1,0
1039,10,2006,88,5735,10,78,26,0,0,0,2
1040,12,2006,89,5399,8,80,19,2,0,0,1
1041,13,2006,67,4393,24,40,24,3,1,1,0
1042,14,2006,83,5437,11,71,23,1,0,0,0
1043,15,2006,70,4533,13,53,20,3,2,1,0
1044,16,2006,78,5039,12,65,22,1,0,0,0
1045,17,2006,84,5478,21,60,21,1,0,2,0
1046,18,2006,74,4478,2,69,21,2,1,1,0
1047,19,2006,76,5085,13,63,22,0,0,0,0
1048,20,2006,72,4689,11,60,22,1,1,0,0
1049,21,2006,67,4245,6,59,22,1,0,2,0
1050,22,2006,82,5353,12,68,22,1,0,1,0
1051,23,2006,51,3305,7,42,28,1,0,1,0
1052,24,2006,84,5282,11,69,24,4,1,1,2
1053,25,2006,82,5174,6,75,21,1,0,0,0
1054,11,2006,72,4358,1,67,20,3,0,1,0
1055,26,2006,85,5242,8,72,22,3,1,2,0
1056,27,2006,75,4871,12,61,24,1,0,1,0
1057,28,2006,76,4695,4,70,22,0,0,0,1
1058,29,2006,64,4153,10,52,23,2,0,1,1
1059,30,2006,71,4391,10,58,21,1,0,3,0
1060,31,2006,67,3961,3,59,23,4,1,2,1
1061,1,2007,79,4698,3,71,19,3,0,4,1
1062,2,2007,88,5377,8,76,22,1,0,2,0
1063,3,2007,66,4052,6,56,20,0,0,2,1
1064,4,2007,76,4956,13,62,23,0,0,1,1
1065,5,2007,85,5221,5,76,20,0,0,2,0
1066,6,2007,79,4714,6,68,19,4,2,1,1
1067,7,2007,81,5216,17,60,23,3,3,0,0
1068,8,2007,84,5275,7,75,20,1,0,1,0
1069,9,2007,59,3897,5,51,21,0,0,3,0
1070,10,2007,91,5915,9,81,25,0,0,1,3
1071,12,2007,94,5887,4,86,23,1,1,2,1
1072,13,2007,67,3878,8,50,25,6,0,3,2
1073,14,2007,78,4824,6,69,22,2,1,1,0
1074,15,2007,68,4430,15,50,23,2,1,2,1
1075,16,2007,83,5120,8,69,23,2,0,4,1
1076,17,2007,88,5620,17,67,19,1,1,3,2
1077,18,2007,65,3970,9,51,24,5,1,2,1
1078,19,2007,83,5394,13,65,26,2,0,3,2
1079,0,2007,57,3457,4,45,21,7,2,2,1
1080,20,2007,93,5857,14,77,20,2,0,1,0
1081,21,2007,66,4042,4,56,23,3,0,6,0
1082,22,2007,112,7220,15,92,22,0,0,3,1
1083,23,2007,68,4418,22,43,22,2,1,1,1
1084,24,2007,66,4183,5,58,27,1,0,1,2
1085,25,2007,72,4488,7,61,23,3,0,2,0
1086,11,2007,77,4495,6,66,19,3,1,3,1
1087,26,2007,77,4781,16,56,22,5,1,2,1
1088,27,2007,89,5613,13,72,24,3,0,1,0
1089,28,2007,86,5284,10,73,22,2,1,1,1
1090,29,2007,84,5295,11,69,23,4,1,0,0
1091,30,2007,75,5071,16,58,24,0,0,1,0
1092,31,2007,79,4974,9,65,22,3,1,2,0
1093,1,2008,79,5134,9,68,24,1,0,0,0
1094,2,2008,58,3689,9,47,22,1,1,1,0
1095,3,2008,78,4803,10,63,19,1,0,2,0
1096,4,2008,84,5443,19,63,24,1,0,1,1
1097,5,2008,66,4249,12,53,23,0,0,0,1
1098,6,2008,82,5157,6,74,20,1,0,1,0
1099,7,2008,90,5699,15,69,25,5,1,1,1
1100,8,2008,96,6069,8,86,22,2,2,0,1
1101,9,2008,68,4077,4,62,23,3,0,1,1
1102,10,2008,81,5263,8,70,24,3,1,0,0
1103,12,2008,77,4656,0,71,21,2,0,5,1
1104,13,2008,77,4887,7,68,24,1,0,1,0
1105,14,2008,92,6031,17,75,22,0,0,0,1
1106,15,2008,87,5823,16,71,21,0,0,0,0
1107,16,2008,93,5669,4,85,22,1,0,2,0
1108,17,2008,69,4306,10,51,19,5,1,3,0
1109,18,2008,84,5239,7,73,21,3,1,0,0
1110,19,2008,67,4418,7,57,23,2,1,2,0
1111,0,2008,80,5081,9,65,23,5,0,1,0
1112,20,2008,95,6109,17,72,23,3,0,3,0
1113,21,2008,90,6008,30,59,21,1,0,1,0
1114,22,2008,95,6083,17,75,22,1,0,1,2
1115,23,2008,68,4459,22,44,24,2,1,0,1
1116,24,2008,66,4497,8,56,26,1,1,1,0
1117,25,2008,85,5458,9,76,22,0,0,0,2
1118,11,2008,68,4280,9,55,20,1,0,4,0
1119,26,2008,93,6032,14,76,24,1,0,2,1
1120,27,2008,71,4732,22,47,25,2,0,0,0
1121,28,2008,82,5104,9,71,19,1,0,1,0
1122,29,2008,85,5460,9,73,22,2,0,0,0
1123,30,2008,85,5708,22,61,25,1,1,1,0
1124,31,2008,85,5488,6,78,23,1,0,1,0
1125,1,2009,73,4797,8,64,24,0,0,1,0
1126,2,2009,69,4367,8,58,22,0,0,3,0
1127,3,2009,69,4395,6,59,21,1,0,1,0
1128,4,2009,78,5332,28,49,22,1,0,0,1
1129,5,2009,65,3994,6,52,18,2,1,3,0
1130,6,2009,58,3575,9,46,19,3,2,0,0
1131,7,2009,78,4891,14,61,20,0,0,2,0
1132,8,2009,97,6153,9,87,21,1,1,0,1
1133,9,2009,73,4518,7,60,24,6,1,1,2
1134,10,2009,83,5807,22,60,25,0,0,1,1
1135,12,2009,79,5206,29,47,20,3,0,0,0
1136,13,2009,82,5052,7,71,21,4,1,1,0
1137,14,2009,94,6113,11,81,23,2,0,1,0
1138,15,2009,76,5080,28,46,20,2,1,0,0
1139,16,2009,86,5345,6,77,21,2,0,1,0
1140,17,2009,65,4290,17,47,22,1,0,1,1
1141,18,2009,82,5431,10,70,24,0,0,1,2
1142,19,2009,64,4024,4,58,23,2,0,1,1
1143,0,2009,73,4822,6,65,21,1,0,1,1
1144,20,2009,97,6090,12,80,22,3,1,2,0
1145,21,2009,72,4803,21,51,24,1,0,0,1
1146,22,2009,91,6174,21,70,24,0,0,0,0
1147,23,2009,59,3894,17,42,25,0,0,0,1
1148,24,2009,53,3471,8,43,24,2,0,1,1
1149,25,2009,84,5398,4,77,20,0,0,1,0
1150,11,2009,69,4227,8,56,19,3,0,2,0
1151,26,2009,104,7025,28,74,24,0,0,2,0
1152,27,2009,69,4685,22,46,23,1,1,0,0
1153,28,2009,81,4845,3,74,24,1,0,0,4
1154,29,2009,82,5432,10,71,22,1,0,1,0
1155,30,2009,81,5199,7,71,24,2,1,1,1
1156,31,2009,98,6242,5,91,22,0,0,1,0
1157,1,2010,78,5018,16,59,23,1,0,2,0
1158,2,2010,76,4692,8,64,23,3,1,1,2
1159,3,2010,68,4277,8,57,21,1,0,1,0
1160,4,2010,78,4973,22,51,24,5,2,0,1
1161,5,2010,67,4057,7,54,17,4,0,2,0
1162,6,2010,78,4811,1,75,20,2,0,0,1
1163,7,2010,70,4552,16,51,24,3,0,0,0
1164,8,2010,96,5924,6,84,22,4,1,3,3
1165,9,2010,78,4794,8,66,20,2,0,2,1
1166,10,2010,91,6069,16,73,25,2,0,0,1
1167,12,2010,85,5654,22,56,24,3,0,3,1
1168,13,2010,70,4603,14,53,24,0,0,3,2
1169,14,2010,96,6214,23,69,21,2,1,2,0
1170,15,2010,88,5945,23,64,21,1,0,0,1
1171,16,2010,85,5295,7,77,19,0,0,1,0
1172,17,2010,76,5044,15,59,21,1,0,2,1
1173,18,2010,81,5025,7,73,19,0,0,1,0
1174,19,2010,77,4775,3,72,20,2,1,0,1
1175,0,2010,72,4482,5,67,22,0,0,0,1
1176,20,2010,84,5173,4,76,21,1,1,3,0
1177,21,2010,58,3811,11,45,23,3,0,1,0
1178,22,2010,100,6397,17,81,22,0,0,1,1
1179,23,2010,93,6091,29,61,23,1,0,1,1
1180,24,2010,73,4866,5,65,23,2,0,2,1
1181,25,2010,79,5620,40,38,26,0,0,1,0
1182,11,2010,72,4693,9,61,19,1,0,1,0
1183,26,2010,84,5481,14,66,24,2,0,2,0
1184,27,2010,73,4745,20,50,22,3,0,1,0
1185,28,2010,86,5213,7,77,20,2,0,1,1
1186,29,2010,86,5695,13,72,24,2,1,0,1
1187,30,2010,76,5071,17,56,24,1,1,2,1
1188,31,2010,65,4050,3,61,23,1,0,0,1
1189,1,2011,82,5254,43,35,24,2,0,3,0
1190,2,2011,80,5317,36,44,20,0,0,0,0
1191,3,2011,79,4935,19,56,20,4,1,1,0
1192,4,2011,70,4508,47,20,24,2,1,1,0
1193,5,2011,59,3728,10,46,22,3,1,1,1
1194,6,2011,69,4270,37,25,22,6,1,1,1
1195,7,2011,74,4993,22,52,25,0,0,0,0
1196,8,2011,91,5944,32,57,25,2,2,0,1
1197,9,2011,60,3737,31,25,24,3,0,1,0
1198,10,2011,63,4220,41,19,30,3,0,0,0
1199,12,2011,86,5627,33,52,21,0,0,1,0
1200,13,2011,82,5407,40,41,22,1,0,1,0
1201,14,2011,85,5521,32,51,23,1,0,1,0
